Date,Open,High,Low,Close,Adj Close,Volume
2013-09-23,105.209999,105.730003,105.110001,105.690002,88.978516,10242100
2013-09-24,105.989998,106.839996,105.839996,106.830002,89.938232,11446600
2013-09-25,106.540001,107.279999,106.389999,107.050003,90.123474,8130900
2013-09-26,106.480003,106.620003,106.190002,106.300003,89.492050,5117100
2013-09-27,106.290001,106.820000,106.250000,106.559998,89.710930,6460000
2013-09-30,106.660004,106.900002,106.180000,106.400002,89.576256,8438800
2013-10-01,105.900002,106.029999,105.529999,105.800003,89.304436,7592500
2013-10-02,105.930000,106.480003,105.760002,105.959999,89.439507,5967200
2013-10-03,105.750000,106.410004,105.699997,105.790001,89.295975,6648900
2013-10-04,105.669998,105.779999,105.349998,105.709999,89.228477,5545300
2013-10-07,106.199997,106.360001,105.980003,106.139999,89.591408,5761100
2013-10-08,105.980003,106.510002,105.830002,106.169998,89.616745,5904000
2013-10-09,105.870003,105.940002,105.300003,105.320000,88.899292,8439000
2013-10-10,104.800003,105.529999,104.510002,105.489998,89.042801,9944100
2013-10-11,106.160004,106.230003,105.410004,105.459999,89.017441,6500800
2013-10-14,105.389999,105.639999,104.330002,104.610001,88.299988,4205600
2013-10-15,105.150002,105.300003,104.529999,104.540001,88.240891,8291000
2013-10-16,104.470001,105.860001,104.269997,105.849998,89.346642,14460200
2013-10-17,106.519997,107.120003,106.290001,106.809998,90.156937,11303400
2013-10-18,107.110001,107.480003,106.980003,107.040001,90.351082,9487800
2013-10-21,106.910004,106.919998,106.459999,106.699997,90.064133,6161600
2013-10-22,107.599998,108.120003,107.559998,107.889999,91.068565,9708500
2013-10-23,108.070000,108.730003,108.040001,108.309998,91.423088,9163100
2013-10-24,108.610001,108.669998,107.870003,107.889999,91.068565,7631400
2013-10-25,108.129997,108.449997,108.080002,108.290001,91.406235,4429500
2013-10-28,108.010002,108.379997,107.910004,107.919998,91.093857,6466400
2013-10-29,107.620003,108.070000,107.510002,108.059998,91.212097,5270500
2013-10-30,107.930000,108.209999,107.209999,107.410004,90.663414,10199300
2013-10-31,107.910004,108.010002,107.139999,107.639999,90.857605,11452100
2013-11-01,106.970001,107.000000,106.139999,106.190002,89.874069,11349500
2013-11-04,106.470001,106.669998,106.220001,106.290001,89.958725,4733200
2013-11-05,105.790001,105.830002,104.989998,105.019997,88.883865,8753400
2013-11-06,104.940002,105.139999,104.690002,105.070000,88.926201,5643000
2013-11-07,105.050003,106.050003,104.970001,105.959999,89.679443,7893700
2013-11-08,103.970001,104.110001,103.389999,103.410004,87.521240,16889900
2013-11-11,103.529999,103.580002,102.959999,103.019997,87.191162,4927200
2013-11-12,103.209999,103.589996,103.180000,103.500000,87.597427,4839500
2013-11-13,103.870003,104.040001,103.739998,103.879997,87.919052,5782900
2013-11-14,104.309998,105.120003,104.150002,104.519997,88.460670,8895500
2013-11-15,104.660004,104.739998,104.309998,104.730003,88.638420,6344800
2013-11-18,104.650002,105.410004,104.650002,105.360001,89.171585,5451300
2013-11-19,104.949997,105.139999,104.410004,104.559998,88.494537,7251100
2013-11-20,104.419998,104.839996,102.650002,102.779999,86.988037,14190900
2013-11-21,102.510002,103.190002,102.160004,102.949997,87.131912,8903000
2013-11-22,103.489998,104.129997,103.480003,103.910004,87.944420,7950700
2013-11-25,103.839996,104.419998,103.839996,104.209999,88.198318,3755500
2013-11-26,104.489998,104.930000,104.480003,104.599998,88.528419,6659200
2013-11-27,104.680000,104.699997,103.959999,104.419998,88.376030,6063000
2013-11-29,104.080002,104.599998,103.949997,104.449997,88.401466,5084400
2013-12-02,103.800003,103.910004,103.220001,103.330002,87.713860,7527800
2013-12-03,103.699997,103.959999,103.459999,103.709999,88.036400,5076900
2013-12-04,102.750000,103.050003,102.379997,102.720001,87.196053,8502700
2013-12-05,102.480003,102.849998,102.220001,102.430000,86.949883,7445700
2013-12-06,102.559998,102.989998,102.360001,102.919998,87.365814,7352000
2013-12-09,102.900002,103.230003,102.830002,103.160004,87.569519,5678800
2013-12-10,103.839996,103.949997,103.449997,103.900002,88.197716,7040400
2013-12-11,103.550003,103.769997,103.019997,103.099998,87.518585,8190900
2013-12-12,103.029999,103.160004,102.629997,102.709999,87.187561,6208600
2013-12-13,103.139999,103.300003,102.790001,103.209999,87.612015,6471300
2013-12-16,103.580002,103.690002,102.730003,102.830002,87.289391,6376400
2013-12-17,102.610001,103.400002,102.589996,103.290001,87.679947,6014400
2013-12-18,102.830002,103.720001,102.459999,102.769997,87.238495,12973200
2013-12-19,102.860001,103.010002,102.449997,102.669998,87.153603,6708400
2013-12-20,103.720001,104.290001,103.300003,104.250000,88.494812,12425700
2013-12-23,104.050003,104.410004,103.660004,103.660004,87.993988,6378600
2013-12-24,103.230003,103.349998,102.800003,102.830002,87.289391,4897000
2013-12-26,102.349998,102.360001,102.010002,102.099998,86.953018,4645300
2013-12-27,102.070000,102.309998,101.690002,101.809998,86.706070,4755000
2013-12-30,102.150002,102.580002,102.080002,102.510002,87.302208,4491700
2013-12-31,102.290001,102.550003,101.169998,101.860001,86.748627,7218600
2014-01-02,101.720001,102.389999,101.690002,102.169998,87.012619,8580800
2014-01-03,101.809998,102.449997,101.760002,102.169998,87.012619,4083800
2014-01-06,102.379997,103.000000,102.370003,102.599998,87.378838,7796200
